county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Butte,13.0,0.0,0,0,2020-04-11T00:00:00
Butte,13.0,0.0,0,0,2020-04-12T00:00:00
Butte,13.0,0.0,0,0,2020-04-13T00:00:00
Butte,13.0,0.0,0,0,2020-04-14T00:00:00
Butte,14.0,0.0,1,0,2020-04-15T00:00:00
Butte,15.0,0.0,1,0,2020-04-16T00:00:00
Butte,15.0,0.0,0,0,2020-04-17T00:00:00
Butte,15.0,0.0,0,0,2020-04-18T00:00:00
Butte,15.0,0.0,0,0,2020-04-19T00:00:00
Butte,15.0,0.0,0,0,2020-04-20T00:00:00
Butte,15.0,0.0,0,0,2020-04-21T00:00:00
Butte,15.0,0.0,0,0,2020-04-22T00:00:00
Butte,15.0,0.0,0,0,2020-04-23T00:00:00
Butte,15.0,0.0,0,0,2020-04-24T00:00:00
Butte,16.0,0.0,1,0,2020-04-25T00:00:00
Butte,16.0,0.0,0,0,2020-04-26T00:00:00
Butte,16.0,0.0,0,0,2020-04-27T00:00:00
Butte,16.0,0.0,0,0,2020-04-28T00:00:00
Butte,16.0,0.0,0,0,2020-04-29T00:00:00
Butte,16.0,0.0,0,0,2020-04-30T00:00:00
Butte,17.0,0.0,1,0,2020-05-01T00:00:00
Butte,17.0,0.0,0,0,2020-05-02T00:00:00
Butte,17.0,0.0,0,0,2020-05-03T00:00:00
Butte,16.0,0.0,-1,0,2020-05-04T00:00:00
Butte,19.0,0.0,3,0,2020-05-05T00:00:00
Butte,19.0,0.0,0,0,2020-05-06T00:00:00
Butte,19.0,0.0,0,0,2020-05-07T00:00:00
Butte,18.0,0.0,-1,0,2020-05-08T00:00:00
Butte,18.0,0.0,0,0,2020-05-09T00:00:00
Butte,18.0,0.0,0,0,2020-05-10T00:00:00
Butte,19.0,0.0,1,0,2020-05-11T00:00:00
Butte,20.0,0.0,1,0,2020-05-12T00:00:00
Butte,21.0,0.0,1,0,2020-05-13T00:00:00
Butte,22.0,0.0,1,0,2020-05-14T00:00:00
Butte,22.0,0.0,0,0,2020-05-15T00:00:00
Butte,22.0,0.0,0,0,2020-05-16T00:00:00
Butte,23.0,0.0,1,0,2020-05-17T00:00:00
Butte,24.0,0.0,1,0,2020-05-18T00:00:00
Butte,25.0,0.0,1,0,2020-05-19T00:00:00
Butte,30.0,0.0,5,0,2020-05-20T00:00:00
Butte,31.0,0.0,1,0,2020-05-21T00:00:00
Butte,34.0,0.0,3,0,2020-05-22T00:00:00
Butte,34.0,0.0,0,0,2020-05-23T00:00:00
Butte,35.0,0.0,1,0,2020-05-24T00:00:00
Butte,37.0,0.0,2,0,2020-05-25T00:00:00
Butte,37.0,0.0,0,0,2020-05-26T00:00:00
Butte,40.0,0.0,3,0,2020-05-27T00:00:00
Butte,40.0,0.0,0,0,2020-05-28T00:00:00
Butte,41.0,0.0,1,0,2020-05-29T00:00:00
Butte,44.0,0.0,3,0,2020-05-30T00:00:00
Butte,51.0,0.0,7,0,2020-05-31T00:00:00
Butte,50.0,0.0,-1,0,2020-06-01T00:00:00
Butte,51.0,1.0,1,1,2020-06-02T00:00:00
Butte,53.0,1.0,2,0,2020-06-03T00:00:00
Butte,57.0,1.0,4,0,2020-06-04T00:00:00
Butte,61.0,1.0,4,0,2020-06-05T00:00:00
Butte,63.0,1.0,2,0,2020-06-06T00:00:00
Butte,64.0,1.0,1,0,2020-06-07T00:00:00
Butte,68.0,1.0,4,0,2020-06-08T00:00:00
Butte,70.0,1.0,2,0,2020-06-09T00:00:00
Butte,71.0,1.0,1,0,2020-06-10T00:00:00
Butte,72.0,1.0,1,0,2020-06-11T00:00:00
Butte,71.0,1.0,-1,0,2020-06-12T00:00:00
Butte,72.0,1.0,1,0,2020-06-13T00:00:00
Butte,78.0,1.0,6,0,2020-06-14T00:00:00
Butte,78.0,1.0,0,0,2020-06-15T00:00:00
Butte,79.0,1.0,1,0,2020-06-16T00:00:00
Butte,81.0,1.0,2,0,2020-06-17T00:00:00
Butte,88.0,1.0,7,0,2020-06-18T00:00:00
Butte,91.0,1.0,3,0,2020-06-19T00:00:00
Butte,94.0,1.0,3,0,2020-06-20T00:00:00
Butte,97.0,1.0,3,0,2020-06-21T00:00:00
Butte,104.0,1.0,7,0,2020-06-22T00:00:00
Butte,111.0,1.0,7,0,2020-06-23T00:00:00
Butte,119.0,1.0,8,0,2020-06-24T00:00:00
Butte,128.0,2.0,9,1,2020-06-25T00:00:00
Butte,136.0,2.0,8,0,2020-06-26T00:00:00
Butte,138.0,2.0,2,0,2020-06-27T00:00:00
Butte,154.0,2.0,16,0,2020-06-28T00:00:00
Butte,168.0,2.0,14,0,2020-06-29T00:00:00
Butte,177.0,2.0,9,0,2020-06-30T00:00:00
Butte,186.0,2.0,9,0,2020-07-01T00:00:00
Butte,199.0,3.0,13,1,2020-07-02T00:00:00
Butte,212.0,3.0,13,0,2020-07-03T00:00:00
Butte,224.0,3.0,12,0,2020-07-04T00:00:00
Butte,248.0,3.0,24,0,2020-07-05T00:00:00
Butte,257.0,3.0,9,0,2020-07-06T00:00:00
Butte,269.0,3.0,12,0,2020-07-07T00:00:00
Butte,281.0,4.0,12,1,2020-07-08T00:00:00
Butte,295.0,4.0,14,0,2020-07-09T00:00:00
Butte,318.0,4.0,23,0,2020-07-10T00:00:00
Butte,325.0,4.0,7,0,2020-07-11T00:00:00
Butte,341.0,4.0,16,0,2020-07-12T00:00:00
Butte,354.0,4.0,13,0,2020-07-13T00:00:00
Butte,382.0,4.0,28,0,2020-07-14T00:00:00
Butte,420.0,4.0,38,0,2020-07-15T00:00:00
Butte,465.0,4.0,45,0,2020-07-16T00:00:00
Santa Cruz,11.0,0.0,11,0,2020-03-18T00:00:00
Santa Cruz,13.0,0.0,2,0,2020-03-19T00:00:00
Santa Cruz,13.0,0.0,0,0,2020-03-20T00:00:00
Santa Cruz,17.0,0.0,4,0,2020-03-21T00:00:00
Santa Cruz,19.0,0.0,2,0,2020-03-22T00:00:00
Santa Cruz,21.0,0.0,2,0,2020-03-23T00:00:00
Santa Cruz,22.0,0.0,1,0,2020-03-24T00:00:00
Santa Cruz,26.0,0.0,4,0,2020-03-25T00:00:00
Santa Cruz,30.0,0.0,4,0,2020-03-26T00:00:00
Santa Cruz,31.0,0.0,1,0,2020-03-27T00:00:00
Santa Cruz,31.0,0.0,0,0,2020-03-28T00:00:00
Santa Cruz,33.0,1.0,2,1,2020-03-29T00:00:00
Santa Cruz,36.0,1.0,3,0,2020-03-30T00:00:00
Santa Cruz,40.0,1.0,4,0,2020-03-31T00:00:00
Santa Cruz,44.0,1.0,4,0,2020-04-01T00:00:00
Santa Cruz,49.0,1.0,5,0,2020-04-02T00:00:00
Santa Cruz,52.0,1.0,3,0,2020-04-03T00:00:00
Santa Cruz,56.0,1.0,4,0,2020-04-04T00:00:00
Santa Cruz,59.0,1.0,3,0,2020-04-05T00:00:00
Santa Cruz,65.0,1.0,6,0,2020-04-06T00:00:00
Santa Cruz,67.0,1.0,2,0,2020-04-07T00:00:00
Santa Cruz,69.0,1.0,2,0,2020-04-08T00:00:00
Santa Cruz,73.0,1.0,4,0,2020-04-09T00:00:00
Santa Cruz,75.0,1.0,2,0,2020-04-10T00:00:00
Santa Cruz,79.0,1.0,4,0,2020-04-11T00:00:00
Santa Cruz,80.0,1.0,1,0,2020-04-12T00:00:00
Santa Cruz,82.0,1.0,2,0,2020-04-13T00:00:00
Santa Cruz,84.0,1.0,2,0,2020-04-14T00:00:00
Santa Cruz,92.0,1.0,8,0,2020-04-15T00:00:00
Santa Cruz,90.0,2.0,-2,1,2020-04-16T00:00:00
Santa Cruz,94.0,2.0,4,0,2020-04-17T00:00:00
Santa Cruz,96.0,2.0,2,0,2020-04-18T00:00:00
Santa Cruz,98.0,2.0,2,0,2020-04-19T00:00:00
Santa Cruz,102.0,2.0,4,0,2020-04-20T00:00:00
Santa Cruz,104.0,2.0,2,0,2020-04-21T00:00:00
Santa Cruz,106.0,2.0,2,0,2020-04-22T00:00:00
Santa Cruz,110.0,2.0,4,0,2020-04-23T00:00:00
Santa Cruz,111.0,2.0,1,0,2020-04-24T00:00:00
Santa Cruz,112.0,2.0,1,0,2020-04-25T00:00:00
Santa Cruz,116.0,2.0,4,0,2020-04-26T00:00:00
Santa Cruz,123.0,2.0,7,0,2020-04-27T00:00:00
Santa Cruz,123.0,2.0,0,0,2020-04-28T00:00:00
Santa Cruz,124.0,2.0,1,0,2020-04-29T00:00:00
Santa Cruz,126.0,2.0,2,0,2020-04-30T00:00:00
Santa Cruz,127.0,2.0,1,0,2020-05-01T00:00:00
Santa Cruz,131.0,2.0,4,0,2020-05-02T00:00:00
Santa Cruz,133.0,2.0,2,0,2020-05-03T00:00:00
Santa Cruz,133.0,2.0,0,0,2020-05-04T00:00:00
Santa Cruz,134.0,2.0,1,0,2020-05-05T00:00:00
Santa Cruz,135.0,2.0,1,0,2020-05-06T00:00:00
Santa Cruz,136.0,2.0,1,0,2020-05-07T00:00:00
Santa Cruz,137.0,2.0,1,0,2020-05-08T00:00:00
Santa Cruz,138.0,2.0,1,0,2020-05-09T00:00:00
Santa Cruz,139.0,2.0,1,0,2020-05-10T00:00:00
Santa Cruz,140.0,2.0,1,0,2020-05-11T00:00:00
Santa Cruz,141.0,2.0,1,0,2020-05-12T00:00:00
Santa Cruz,142.0,2.0,1,0,2020-05-13T00:00:00
Santa Cruz,145.0,2.0,3,0,2020-05-14T00:00:00
Santa Cruz,146.0,3.0,1,1,2020-05-15T00:00:00
Santa Cruz,154.0,3.0,8,0,2020-05-16T00:00:00
Santa Cruz,155.0,3.0,1,0,2020-05-17T00:00:00
Santa Cruz,160.0,3.0,5,0,2020-05-18T00:00:00
Santa Cruz,161.0,3.0,1,0,2020-05-19T00:00:00
Santa Cruz,163.0,3.0,2,0,2020-05-20T00:00:00
Santa Cruz,164.0,3.0,1,0,2020-05-21T00:00:00
Santa Cruz,171.0,3.0,7,0,2020-05-22T00:00:00
Santa Cruz,177.0,3.0,6,0,2020-05-23T00:00:00
Santa Cruz,185.0,3.0,8,0,2020-05-24T00:00:00
Santa Cruz,191.0,3.0,6,0,2020-05-25T00:00:00
Santa Cruz,197.0,3.0,6,0,2020-05-26T00:00:00
Santa Cruz,202.0,3.0,5,0,2020-05-27T00:00:00
Santa Cruz,201.0,3.0,-1,0,2020-05-28T00:00:00
Santa Cruz,203.0,3.0,2,0,2020-05-29T00:00:00
Santa Cruz,206.0,3.0,3,0,2020-05-30T00:00:00
Santa Cruz,210.0,3.0,4,0,2020-05-31T00:00:00
Santa Cruz,215.0,3.0,5,0,2020-06-01T00:00:00
Santa Cruz,215.0,3.0,0,0,2020-06-02T00:00:00
Santa Cruz,217.0,3.0,2,0,2020-06-03T00:00:00
Santa Cruz,218.0,3.0,1,0,2020-06-04T00:00:00
Santa Cruz,222.0,3.0,4,0,2020-06-05T00:00:00
Santa Cruz,226.0,3.0,4,0,2020-06-06T00:00:00
Santa Cruz,230.0,3.0,4,0,2020-06-07T00:00:00
Santa Cruz,234.0,3.0,4,0,2020-06-08T00:00:00
Santa Cruz,237.0,3.0,3,0,2020-06-09T00:00:00
Santa Cruz,242.0,3.0,5,0,2020-06-10T00:00:00
Santa Cruz,247.0,3.0,5,0,2020-06-11T00:00:00
Santa Cruz,251.0,3.0,4,0,2020-06-12T00:00:00
Santa Cruz,254.0,3.0,3,0,2020-06-13T00:00:00
Santa Cruz,254.0,3.0,0,0,2020-06-14T00:00:00
Santa Cruz,254.0,3.0,0,0,2020-06-15T00:00:00
Santa Cruz,257.0,3.0,3,0,2020-06-16T00:00:00
Santa Cruz,265.0,3.0,8,0,2020-06-17T00:00:00
Santa Cruz,275.0,2.0,10,-1,2020-06-18T00:00:00
Santa Cruz,283.0,3.0,8,1,2020-06-19T00:00:00
Santa Cruz,287.0,3.0,4,0,2020-06-20T00:00:00
Santa Cruz,290.0,3.0,3,0,2020-06-21T00:00:00
Santa Cruz,290.0,3.0,0,0,2020-06-22T00:00:00
Santa Cruz,313.0,3.0,23,0,2020-06-23T00:00:00
Santa Cruz,329.0,3.0,16,0,2020-06-24T00:00:00
Santa Cruz,336.0,3.0,7,0,2020-06-25T00:00:00
Santa Cruz,346.0,3.0,10,0,2020-06-26T00:00:00
Santa Cruz,350.0,3.0,4,0,2020-06-27T00:00:00
Santa Cruz,360.0,3.0,10,0,2020-06-28T00:00:00
Santa Cruz,373.0,3.0,13,0,2020-06-29T00:00:00
Santa Cruz,391.0,3.0,18,0,2020-06-30T00:00:00
Santa Cruz,399.0,3.0,8,0,2020-07-01T00:00:00
Santa Cruz,414.0,3.0,15,0,2020-07-02T00:00:00
Santa Cruz,436.0,3.0,22,0,2020-07-03T00:00:00
Santa Cruz,466.0,3.0,30,0,2020-07-04T00:00:00
Santa Cruz,467.0,3.0,1,0,2020-07-05T00:00:00
Santa Cruz,466.0,3.0,-1,0,2020-07-06T00:00:00
Santa Cruz,502.0,3.0,36,0,2020-07-07T00:00:00
Santa Cruz,509.0,3.0,7,0,2020-07-08T00:00:00
Santa Cruz,526.0,3.0,17,0,2020-07-09T00:00:00
Santa Cruz,540.0,3.0,14,0,2020-07-10T00:00:00
Santa Cruz,571.0,3.0,31,0,2020-07-11T00:00:00
Santa Cruz,573.0,3.0,2,0,2020-07-12T00:00:00
Santa Cruz,574.0,3.0,1,0,2020-07-13T00:00:00
Santa Cruz,639.0,3.0,65,0,2020-07-14T00:00:00
Santa Cruz,660.0,3.0,21,0,2020-07-15T00:00:00
Santa Cruz,698.0,3.0,38,0,2020-07-16T00:00:00
Mendocino,0.0,0.0,0,0,2020-03-18T00:00:00
Mendocino,1.0,0.0,1,0,2020-03-19T00:00:00
Mendocino,1.0,0.0,0,0,2020-03-20T00:00:00
Mendocino,1.0,0.0,0,0,2020-03-21T00:00:00
Mendocino,1.0,0.0,0,0,2020-03-22T00:00:00
Mendocino,1.0,0.0,0,0,2020-03-23T00:00:00
Mendocino,1.0,0.0,0,0,2020-03-24T00:00:00
Mendocino,1.0,0.0,0,0,2020-03-25T00:00:00
Mendocino,1.0,0.0,0,0,2020-03-26T00:00:00
Mendocino,2.0,0.0,1,0,2020-03-27T00:00:00
Mendocino,2.0,0.0,0,0,2020-03-28T00:00:00
Mendocino,2.0,0.0,0,0,2020-03-29T00:00:00
Mendocino,2.0,0.0,0,0,2020-03-30T00:00:00
Mendocino,4.0,0.0,2,0,2020-03-31T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-01T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-02T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-03T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-04T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-05T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-06T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-07T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-08T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-09T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-10T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-11T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-12T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-13T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-14T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-15T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-16T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-17T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-18T00:00:00
Mendocino,4.0,0.0,0,0,2020-04-19T00:00:00
Mendocino,5.0,0.0,1,0,2020-04-20T00:00:00
Mendocino,5.0,0.0,0,0,2020-04-21T00:00:00
Mendocino,5.0,0.0,0,0,2020-04-22T00:00:00
Mendocino,5.0,0.0,0,0,2020-04-23T00:00:00
Mendocino,5.0,0.0,0,0,2020-04-24T00:00:00
Mendocino,5.0,0.0,0,0,2020-04-25T00:00:00
Mendocino,5.0,0.0,0,0,2020-04-26T00:00:00
Mendocino,10.0,0.0,5,0,2020-04-27T00:00:00
Mendocino,10.0,0.0,0,0,2020-04-28T00:00:00
Mendocino,11.0,0.0,1,0,2020-04-29T00:00:00
Mendocino,11.0,0.0,0,0,2020-04-30T00:00:00
Mendocino,11.0,0.0,0,0,2020-05-01T00:00:00
Mendocino,10.0,0.0,-1,0,2020-05-02T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-03T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-04T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-05T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-06T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-07T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-08T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-09T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-10T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-11T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-12T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-13T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-14T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-15T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-16T00:00:00
Mendocino,10.0,0.0,0,0,2020-05-17T00:00:00
Mendocino,12.0,0.0,2,0,2020-05-18T00:00:00
Mendocino,12.0,0.0,0,0,2020-05-19T00:00:00
Mendocino,12.0,0.0,0,0,2020-05-20T00:00:00
Mendocino,12.0,0.0,0,0,2020-05-21T00:00:00
Mendocino,13.0,0.0,1,0,2020-05-22T00:00:00
Mendocino,13.0,0.0,0,0,2020-05-23T00:00:00
Mendocino,19.0,0.0,6,0,2020-05-24T00:00:00
Mendocino,19.0,0.0,0,0,2020-05-25T00:00:00
Mendocino,20.0,0.0,1,0,2020-05-26T00:00:00
Mendocino,21.0,0.0,1,0,2020-05-27T00:00:00
Mendocino,24.0,0.0,3,0,2020-05-28T00:00:00
Mendocino,25.0,0.0,1,0,2020-05-29T00:00:00
Mendocino,24.0,0.0,-1,0,2020-05-30T00:00:00
Mendocino,24.0,0.0,0,0,2020-05-31T00:00:00
Mendocino,28.0,0.0,4,0,2020-06-01T00:00:00
Mendocino,29.0,0.0,1,0,2020-06-02T00:00:00
Mendocino,29.0,0.0,0,0,2020-06-03T00:00:00
Mendocino,29.0,0.0,0,0,2020-06-04T00:00:00
Mendocino,32.0,0.0,3,0,2020-06-05T00:00:00
Mendocino,32.0,0.0,0,0,2020-06-06T00:00:00
Mendocino,32.0,0.0,0,0,2020-06-07T00:00:00
Mendocino,32.0,0.0,0,0,2020-06-08T00:00:00
Mendocino,35.0,0.0,3,0,2020-06-09T00:00:00
Mendocino,35.0,0.0,0,0,2020-06-10T00:00:00
Mendocino,35.0,0.0,0,0,2020-06-11T00:00:00
Mendocino,33.0,0.0,-2,0,2020-06-12T00:00:00
Mendocino,33.0,0.0,0,0,2020-06-13T00:00:00
Mendocino,33.0,0.0,0,0,2020-06-14T00:00:00
Mendocino,33.0,0.0,0,0,2020-06-15T00:00:00
Mendocino,35.0,0.0,2,0,2020-06-16T00:00:00
Mendocino,42.0,0.0,7,0,2020-06-17T00:00:00
Mendocino,45.0,0.0,3,0,2020-06-18T00:00:00
Mendocino,48.0,0.0,3,0,2020-06-19T00:00:00
Mendocino,48.0,0.0,0,0,2020-06-20T00:00:00
Mendocino,48.0,0.0,0,0,2020-06-21T00:00:00
Mendocino,48.0,0.0,0,0,2020-06-22T00:00:00
Mendocino,61.0,0.0,13,0,2020-06-23T00:00:00
Mendocino,60.0,0.0,-1,0,2020-06-24T00:00:00
Mendocino,61.0,0.0,1,0,2020-06-25T00:00:00
Mendocino,63.0,0.0,2,0,2020-06-26T00:00:00
Mendocino,63.0,0.0,0,0,2020-06-27T00:00:00
Mendocino,64.0,0.0,1,0,2020-06-28T00:00:00
Mendocino,66.0,0.0,2,0,2020-06-29T00:00:00
Mendocino,68.0,0.0,2,0,2020-06-30T00:00:00
Mendocino,70.0,0.0,2,0,2020-07-01T00:00:00
Mendocino,71.0,0.0,1,0,2020-07-02T00:00:00
Mendocino,72.0,0.0,1,0,2020-07-03T00:00:00
Mendocino,72.0,0.0,0,0,2020-07-04T00:00:00
Mendocino,72.0,0.0,0,0,2020-07-05T00:00:00
Mendocino,72.0,0.0,0,0,2020-07-06T00:00:00
Mendocino,82.0,0.0,10,0,2020-07-07T00:00:00
Mendocino,84.0,0.0,2,0,2020-07-08T00:00:00
Mendocino,88.0,0.0,4,0,2020-07-09T00:00:00
Mendocino,88.0,0.0,0,0,2020-07-10T00:00:00
Mendocino,88.0,0.0,0,0,2020-07-11T00:00:00
Mendocino,88.0,0.0,0,0,2020-07-12T00:00:00
Mendocino,87.0,0.0,-1,0,2020-07-13T00:00:00
Mendocino,110.0,0.0,23,0,2020-07-14T00:00:00
Mendocino,119.0,0.0,9,0,2020-07-15T00:00:00
Mendocino,121.0,0.0,2,0,2020-07-16T00:00:00
Fresno,3.0,0.0,3,0,2020-03-18T00:00:00
Fresno,6.0,0.0,3,0,2020-03-19T00:00:00
Fresno,7.0,0.0,1,0,2020-03-20T00:00:00
Fresno,8.0,0.0,1,0,2020-03-21T00:00:00
Fresno,8.0,0.0,0,0,2020-03-22T00:00:00
Fresno,10.0,0.0,2,0,2020-03-23T00:00:00
Fresno,18.0,0.0,8,0,2020-03-24T00:00:00
Fresno,21.0,0.0,3,0,2020-03-25T00:00:00
Fresno,25.0,0.0,4,0,2020-03-26T00:00:00
Fresno,29.0,0.0,4,0,2020-03-27T00:00:00
Fresno,31.0,0.0,2,0,2020-03-28T00:00:00
Fresno,31.0,0.0,0,0,2020-03-29T00:00:00
Fresno,46.0,0.0,15,0,2020-03-30T00:00:00
Fresno,59.0,0.0,13,0,2020-03-31T00:00:00
Fresno,75.0,0.0,16,0,2020-04-01T00:00:00
Fresno,92.0,0.0,17,0,2020-04-02T00:00:00
Fresno,98.0,1.0,6,1,2020-04-03T00:00:00
Fresno,102.0,1.0,4,0,2020-04-04T00:00:00
Fresno,102.0,1.0,0,0,2020-04-05T00:00:00
Fresno,122.0,1.0,20,0,2020-04-06T00:00:00
Fresno,138.0,3.0,16,2,2020-04-07T00:00:00
Fresno,151.0,3.0,13,0,2020-04-08T00:00:00
Fresno,165.0,3.0,14,0,2020-04-09T00:00:00
Fresno,186.0,4.0,21,1,2020-04-10T00:00:00
Fresno,201.0,4.0,15,0,2020-04-11T00:00:00
Fresno,205.0,4.0,4,0,2020-04-12T00:00:00
Fresno,209.0,5.0,4,1,2020-04-13T00:00:00
Fresno,244.0,5.0,35,0,2020-04-14T00:00:00
Fresno,264.0,7.0,20,2,2020-04-15T00:00:00
Fresno,289.0,7.0,25,0,2020-04-16T00:00:00
Fresno,315.0,7.0,26,0,2020-04-17T00:00:00
Fresno,319.0,7.0,4,0,2020-04-18T00:00:00
Fresno,326.0,7.0,7,0,2020-04-19T00:00:00
Fresno,356.0,7.0,30,0,2020-04-20T00:00:00
Fresno,372.0,7.0,16,0,2020-04-21T00:00:00
Fresno,388.0,7.0,16,0,2020-04-22T00:00:00
Fresno,426.0,7.0,38,0,2020-04-23T00:00:00
Fresno,449.0,7.0,23,0,2020-04-24T00:00:00
Fresno,459.0,7.0,10,0,2020-04-25T00:00:00
Fresno,476.0,7.0,17,0,2020-04-26T00:00:00
Fresno,504.0,7.0,28,0,2020-04-27T00:00:00
Fresno,525.0,7.0,21,0,2020-04-28T00:00:00
Fresno,544.0,7.0,19,0,2020-04-29T00:00:00
Fresno,562.0,7.0,18,0,2020-04-30T00:00:00
Fresno,617.0,8.0,55,1,2020-05-01T00:00:00
Fresno,629.0,8.0,12,0,2020-05-02T00:00:00
Fresno,646.0,8.0,17,0,2020-05-03T00:00:00
Fresno,680.0,9.0,34,1,2020-05-04T00:00:00
Fresno,726.0,9.0,46,0,2020-05-05T00:00:00
Fresno,773.0,9.0,47,0,2020-05-06T00:00:00
Fresno,812.0,9.0,39,0,2020-05-07T00:00:00
Fresno,838.0,9.0,26,0,2020-05-08T00:00:00
Fresno,861.0,9.0,23,0,2020-05-09T00:00:00
Fresno,894.0,9.0,33,0,2020-05-10T00:00:00
Fresno,937.0,9.0,43,0,2020-05-11T00:00:00
Fresno,978.0,10.0,41,1,2020-05-12T00:00:00
Fresno,993.0,13.0,15,3,2020-05-13T00:00:00
Fresno,1038.0,13.0,45,0,2020-05-14T00:00:00
Fresno,1126.0,16.0,88,3,2020-05-15T00:00:00
Fresno,1177.0,16.0,51,0,2020-05-16T00:00:00
Fresno,1213.0,16.0,36,0,2020-05-17T00:00:00
Fresno,1244.0,17.0,31,1,2020-05-18T00:00:00
Fresno,1288.0,17.0,44,0,2020-05-19T00:00:00
Fresno,1329.0,20.0,41,3,2020-05-20T00:00:00
Fresno,1362.0,22.0,33,2,2020-05-21T00:00:00
Fresno,1399.0,22.0,37,0,2020-05-22T00:00:00
Fresno,1447.0,22.0,48,0,2020-05-23T00:00:00
Fresno,1455.0,22.0,8,0,2020-05-24T00:00:00
Fresno,1496.0,22.0,41,0,2020-05-25T00:00:00
Fresno,1496.0,26.0,0,4,2020-05-26T00:00:00
Fresno,1620.0,30.0,124,4,2020-05-27T00:00:00
Fresno,1653.0,32.0,33,2,2020-05-28T00:00:00
Fresno,1687.0,35.0,34,3,2020-05-29T00:00:00
Fresno,1744.0,35.0,57,0,2020-05-30T00:00:00
Fresno,1780.0,35.0,36,0,2020-05-31T00:00:00
Fresno,1854.0,36.0,74,1,2020-06-01T00:00:00
Fresno,1917.0,37.0,63,1,2020-06-02T00:00:00
Fresno,1943.0,37.0,26,0,2020-06-03T00:00:00
Fresno,2007.0,40.0,64,3,2020-06-04T00:00:00
Fresno,2051.0,43.0,44,3,2020-06-05T00:00:00
Fresno,2117.0,43.0,66,0,2020-06-06T00:00:00
Fresno,2144.0,43.0,27,0,2020-06-07T00:00:00
Fresno,2194.0,43.0,50,0,2020-06-08T00:00:00
Fresno,2278.0,48.0,84,5,2020-06-09T00:00:00
Fresno,2324.0,49.0,46,1,2020-06-10T00:00:00
Fresno,2338.0,51.0,14,2,2020-06-11T00:00:00
Fresno,2428.0,52.0,90,1,2020-06-12T00:00:00
Fresno,2499.0,52.0,71,0,2020-06-13T00:00:00
Fresno,2585.0,52.0,86,0,2020-06-14T00:00:00
Fresno,2616.0,55.0,31,3,2020-06-15T00:00:00
Fresno,2731.0,57.0,115,2,2020-06-16T00:00:00
Fresno,2801.0,61.0,70,4,2020-06-17T00:00:00
Fresno,2947.0,62.0,146,1,2020-06-18T00:00:00
Fresno,3109.0,66.0,162,4,2020-06-19T00:00:00
Fresno,3222.0,66.0,113,0,2020-06-20T00:00:00
Fresno,3296.0,66.0,74,0,2020-06-21T00:00:00
Fresno,3425.0,67.0,129,1,2020-06-22T00:00:00
Fresno,3569.0,70.0,144,3,2020-06-23T00:00:00
Fresno,3765.0,71.0,196,1,2020-06-24T00:00:00
Fresno,3958.0,71.0,193,0,2020-06-25T00:00:00
Fresno,4197.0,72.0,239,1,2020-06-26T00:00:00
Fresno,4362.0,72.0,165,0,2020-06-27T00:00:00
Fresno,4492.0,72.0,130,0,2020-06-28T00:00:00
Fresno,4807.0,72.0,315,0,2020-06-29T00:00:00
Fresno,5011.0,74.0,204,2,2020-06-30T00:00:00
Fresno,5264.0,75.0,253,1,2020-07-01T00:00:00
Fresno,5402.0,77.0,138,2,2020-07-02T00:00:00
Fresno,5783.0,77.0,381,0,2020-07-03T00:00:00
Fresno,5999.0,77.0,216,0,2020-07-04T00:00:00
Fresno,6186.0,77.0,187,0,2020-07-05T00:00:00
Fresno,6364.0,78.0,178,1,2020-07-06T00:00:00
