county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Tuolumne,2.0,0.0,0,0,2020-05-21T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-22T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-23T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-24T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-25T00:00:00
Tuolumne,2.0,0.0,0,0,2020-05-26T00:00:00
Tuolumne,4.0,0.0,2,0,2020-05-27T00:00:00
Tuolumne,4.0,0.0,0,0,2020-05-28T00:00:00
Tuolumne,4.0,0.0,0,0,2020-05-29T00:00:00
Tuolumne,4.0,0.0,0,0,2020-05-30T00:00:00
Tuolumne,4.0,0.0,0,0,2020-05-31T00:00:00
Tuolumne,4.0,0.0,0,0,2020-06-01T00:00:00
Tuolumne,4.0,0.0,0,0,2020-06-02T00:00:00
Tuolumne,4.0,0.0,0,0,2020-06-03T00:00:00
Tuolumne,4.0,0.0,0,0,2020-06-04T00:00:00
Tuolumne,4.0,0.0,0,0,2020-06-05T00:00:00
Tuolumne,4.0,0.0,0,0,2020-06-06T00:00:00
Tuolumne,4.0,0.0,0,0,2020-06-07T00:00:00
Tuolumne,8.0,0.0,4,0,2020-06-08T00:00:00
Tuolumne,8.0,0.0,0,0,2020-06-09T00:00:00
Tuolumne,7.0,0.0,-1,0,2020-06-10T00:00:00
Tuolumne,7.0,0.0,0,0,2020-06-11T00:00:00
Tuolumne,7.0,0.0,0,0,2020-06-12T00:00:00
Tuolumne,7.0,0.0,0,0,2020-06-13T00:00:00
Tuolumne,7.0,0.0,0,0,2020-06-14T00:00:00
Tuolumne,7.0,0.0,0,0,2020-06-15T00:00:00
Tuolumne,7.0,0.0,0,0,2020-06-16T00:00:00
Tuolumne,7.0,0.0,0,0,2020-06-17T00:00:00
Tuolumne,8.0,0.0,1,0,2020-06-18T00:00:00
Tuolumne,8.0,0.0,0,0,2020-06-19T00:00:00
Tuolumne,8.0,0.0,0,0,2020-06-20T00:00:00
Tuolumne,8.0,0.0,0,0,2020-06-21T00:00:00
Tuolumne,8.0,0.0,0,0,2020-06-22T00:00:00
Tuolumne,9.0,0.0,1,0,2020-06-23T00:00:00
Tuolumne,9.0,0.0,0,0,2020-06-24T00:00:00
Tuolumne,10.0,0.0,1,0,2020-06-25T00:00:00
Tuolumne,10.0,0.0,0,0,2020-06-26T00:00:00
Tuolumne,13.0,0.0,3,0,2020-06-27T00:00:00
Tuolumne,14.0,0.0,1,0,2020-06-28T00:00:00
Tuolumne,16.0,0.0,2,0,2020-06-29T00:00:00
Tuolumne,16.0,0.0,0,0,2020-06-30T00:00:00
Tuolumne,22.0,0.0,6,0,2020-07-01T00:00:00
Tuolumne,23.0,0.0,1,0,2020-07-02T00:00:00
Tuolumne,27.0,0.0,4,0,2020-07-03T00:00:00
Tuolumne,30.0,0.0,3,0,2020-07-04T00:00:00
Tuolumne,30.0,0.0,0,0,2020-07-05T00:00:00
Tuolumne,30.0,0.0,0,0,2020-07-06T00:00:00
Tuolumne,40.0,0.0,10,0,2020-07-07T00:00:00
Tuolumne,42.0,0.0,2,0,2020-07-08T00:00:00
Tuolumne,47.0,0.0,5,0,2020-07-09T00:00:00
Tuolumne,49.0,0.0,2,0,2020-07-10T00:00:00
Tuolumne,50.0,0.0,1,0,2020-07-11T00:00:00
Tuolumne,52.0,0.0,2,0,2020-07-12T00:00:00
Tuolumne,56.0,0.0,4,0,2020-07-13T00:00:00
Tuolumne,68.0,0.0,12,0,2020-07-14T00:00:00
Tuolumne,68.0,0.0,0,0,2020-07-15T00:00:00
Tuolumne,71.0,0.0,3,0,2020-07-16T00:00:00
Sierra,0.0,0.0,0,0,2020-03-18T00:00:00
Sierra,0.0,0.0,0,0,2020-03-19T00:00:00
Sierra,0.0,0.0,0,0,2020-03-20T00:00:00
Sierra,0.0,0.0,0,0,2020-03-21T00:00:00
Sierra,0.0,0.0,0,0,2020-03-22T00:00:00
Sierra,0.0,0.0,0,0,2020-03-23T00:00:00
Sierra,0.0,0.0,0,0,2020-03-24T00:00:00
Sierra,0.0,0.0,0,0,2020-03-25T00:00:00
Sierra,0.0,0.0,0,0,2020-03-26T00:00:00
Sierra,0.0,0.0,0,0,2020-03-27T00:00:00
Sierra,0.0,0.0,0,0,2020-03-28T00:00:00
Sierra,,,0,0,2020-03-29T00:00:00
Sierra,0.0,0.0,0,0,2020-03-31T00:00:00
Sierra,0.0,0.0,0,0,2020-04-01T00:00:00
Sierra,0.0,0.0,0,0,2020-04-02T00:00:00
Sierra,0.0,0.0,0,0,2020-04-03T00:00:00
Sierra,0.0,0.0,0,0,2020-04-04T00:00:00
Sierra,0.0,0.0,0,0,2020-04-05T00:00:00
Sierra,0.0,0.0,0,0,2020-04-06T00:00:00
Sierra,0.0,0.0,0,0,2020-04-07T00:00:00
Sierra,0.0,0.0,0,0,2020-04-08T00:00:00
Sierra,0.0,0.0,0,0,2020-04-09T00:00:00
Sierra,0.0,0.0,0,0,2020-04-10T00:00:00
Sierra,0.0,0.0,0,0,2020-04-11T00:00:00
Sierra,0.0,0.0,0,0,2020-04-12T00:00:00
Sierra,0.0,0.0,0,0,2020-04-13T00:00:00
Sierra,0.0,0.0,0,0,2020-04-14T00:00:00
Sierra,0.0,0.0,0,0,2020-04-15T00:00:00
Sierra,0.0,0.0,0,0,2020-04-16T00:00:00
Sierra,0.0,0.0,0,0,2020-04-17T00:00:00
Sierra,0.0,0.0,0,0,2020-04-18T00:00:00
Sierra,0.0,0.0,0,0,2020-04-19T00:00:00
Sierra,0.0,0.0,0,0,2020-04-20T00:00:00
Sierra,0.0,0.0,0,0,2020-04-21T00:00:00
Sierra,0.0,0.0,0,0,2020-04-22T00:00:00
Sierra,0.0,0.0,0,0,2020-04-23T00:00:00
Sierra,0.0,0.0,0,0,2020-04-24T00:00:00
Sierra,0.0,0.0,0,0,2020-04-25T00:00:00
Sierra,0.0,0.0,0,0,2020-04-26T00:00:00
Sierra,0.0,0.0,0,0,2020-04-27T00:00:00
Sierra,0.0,0.0,0,0,2020-04-28T00:00:00
Sierra,0.0,0.0,0,0,2020-04-29T00:00:00
Sierra,0.0,0.0,0,0,2020-04-30T00:00:00
Sierra,0.0,0.0,0,0,2020-05-01T00:00:00
Sierra,0.0,0.0,0,0,2020-05-02T00:00:00
Sierra,0.0,0.0,0,0,2020-05-03T00:00:00
Sierra,0.0,0.0,0,0,2020-05-04T00:00:00
Sierra,0.0,0.0,0,0,2020-05-05T00:00:00
Sierra,0.0,0.0,0,0,2020-05-06T00:00:00
Sierra,0.0,0.0,0,0,2020-05-07T00:00:00
Sierra,0.0,0.0,0,0,2020-05-08T00:00:00
Sierra,0.0,0.0,0,0,2020-05-09T00:00:00
Sierra,0.0,0.0,0,0,2020-05-10T00:00:00
Sierra,0.0,0.0,0,0,2020-05-11T00:00:00
Sierra,0.0,0.0,0,0,2020-05-12T00:00:00
Sierra,0.0,0.0,0,0,2020-05-13T00:00:00
Sierra,0.0,0.0,0,0,2020-05-14T00:00:00
Sierra,0.0,0.0,0,0,2020-05-15T00:00:00
Sierra,0.0,0.0,0,0,2020-05-16T00:00:00
Sierra,0.0,0.0,0,0,2020-05-17T00:00:00
Sierra,0.0,0.0,0,0,2020-05-18T00:00:00
Sierra,0.0,0.0,0,0,2020-05-19T00:00:00
Sierra,0.0,0.0,0,0,2020-05-20T00:00:00
Sierra,0.0,0.0,0,0,2020-05-21T00:00:00
Sierra,0.0,0.0,0,0,2020-05-22T00:00:00
Sierra,1.0,0.0,1,0,2020-05-23T00:00:00
Sierra,1.0,0.0,0,0,2020-05-24T00:00:00
Sierra,1.0,0.0,0,0,2020-05-25T00:00:00
Sierra,1.0,0.0,0,0,2020-05-26T00:00:00
Sierra,1.0,0.0,0,0,2020-05-27T00:00:00
Sierra,1.0,0.0,0,0,2020-05-28T00:00:00
Sierra,1.0,0.0,0,0,2020-05-29T00:00:00
Sierra,1.0,0.0,0,0,2020-05-30T00:00:00
Sierra,1.0,0.0,0,0,2020-05-31T00:00:00
Sierra,1.0,0.0,0,0,2020-06-01T00:00:00
Sierra,1.0,0.0,0,0,2020-06-02T00:00:00
Sierra,1.0,0.0,0,0,2020-06-03T00:00:00
Sierra,1.0,0.0,0,0,2020-06-04T00:00:00
Sierra,1.0,0.0,0,0,2020-06-05T00:00:00
Sierra,1.0,0.0,0,0,2020-06-06T00:00:00
Sierra,1.0,0.0,0,0,2020-06-07T00:00:00
Sierra,1.0,0.0,0,0,2020-06-08T00:00:00
Sierra,1.0,0.0,0,0,2020-06-09T00:00:00
Sierra,1.0,0.0,0,0,2020-06-10T00:00:00
Sierra,1.0,0.0,0,0,2020-06-11T00:00:00
Sierra,1.0,0.0,0,0,2020-06-12T00:00:00
Sierra,1.0,0.0,0,0,2020-06-13T00:00:00
Sierra,1.0,0.0,0,0,2020-06-14T00:00:00
Sierra,1.0,0.0,0,0,2020-06-15T00:00:00
Sierra,1.0,0.0,0,0,2020-06-16T00:00:00
Sierra,1.0,0.0,0,0,2020-06-17T00:00:00
Sierra,1.0,0.0,0,0,2020-06-18T00:00:00
Sierra,1.0,0.0,0,0,2020-06-19T00:00:00
Sierra,1.0,0.0,0,0,2020-06-20T00:00:00
Sierra,1.0,0.0,0,0,2020-06-21T00:00:00
Sierra,1.0,0.0,0,0,2020-06-22T00:00:00
Sierra,1.0,0.0,0,0,2020-06-23T00:00:00
Sierra,1.0,0.0,0,0,2020-06-24T00:00:00
Sierra,1.0,0.0,0,0,2020-06-25T00:00:00
Sierra,1.0,0.0,0,0,2020-06-26T00:00:00
Sierra,1.0,0.0,0,0,2020-06-27T00:00:00
Sierra,1.0,0.0,0,0,2020-06-28T00:00:00
Sierra,1.0,0.0,0,0,2020-06-29T00:00:00
Sierra,1.0,0.0,0,0,2020-06-30T00:00:00
Sierra,1.0,0.0,0,0,2020-07-01T00:00:00
Sierra,1.0,0.0,0,0,2020-07-02T00:00:00
Sierra,1.0,0.0,0,0,2020-07-03T00:00:00
Sierra,1.0,0.0,0,0,2020-07-04T00:00:00
Sierra,1.0,0.0,0,0,2020-07-05T00:00:00
Sierra,1.0,0.0,0,0,2020-07-06T00:00:00
Sierra,1.0,0.0,0,0,2020-07-07T00:00:00
Sierra,1.0,0.0,0,0,2020-07-08T00:00:00
Sierra,1.0,0.0,0,0,2020-07-09T00:00:00
Sierra,1.0,0.0,0,0,2020-07-10T00:00:00
Sierra,1.0,0.0,0,0,2020-07-11T00:00:00
Sierra,1.0,0.0,0,0,2020-07-12T00:00:00
Sierra,1.0,0.0,0,0,2020-07-13T00:00:00
Sierra,1.0,0.0,0,0,2020-07-14T00:00:00
Sierra,1.0,0.0,0,0,2020-07-15T00:00:00
Sierra,1.0,0.0,0,0,2020-07-16T00:00:00
Placer,8.0,1.0,8,1,2020-03-18T00:00:00
Placer,8.0,1.0,0,0,2020-03-19T00:00:00
Placer,9.0,1.0,1,0,2020-03-20T00:00:00
Placer,11.0,1.0,2,0,2020-03-21T00:00:00
Placer,18.0,1.0,7,0,2020-03-22T00:00:00
Placer,19.0,1.0,1,0,2020-03-23T00:00:00
Placer,22.0,1.0,3,0,2020-03-24T00:00:00
Placer,30.0,1.0,8,0,2020-03-25T00:00:00
Placer,34.0,1.0,4,0,2020-03-26T00:00:00
Placer,33.0,1.0,-1,0,2020-03-27T00:00:00
Placer,35.0,1.0,2,0,2020-03-28T00:00:00
Placer,35.0,2.0,0,1,2020-03-29T00:00:00
Placer,44.0,2.0,9,0,2020-03-30T00:00:00
Placer,49.0,2.0,5,0,2020-03-31T00:00:00
Placer,52.0,2.0,3,0,2020-04-01T00:00:00
Placer,72.0,2.0,20,0,2020-04-02T00:00:00
Placer,76.0,2.0,4,0,2020-04-03T00:00:00
Placer,87.0,2.0,11,0,2020-04-04T00:00:00
Placer,86.0,3.0,-1,1,2020-04-05T00:00:00
Placer,90.0,3.0,4,0,2020-04-06T00:00:00
Placer,94.0,3.0,4,0,2020-04-07T00:00:00
Placer,102.0,4.0,8,1,2020-04-08T00:00:00
Placer,107.0,4.0,5,0,2020-04-09T00:00:00
Placer,112.0,7.0,5,3,2020-04-10T00:00:00
Placer,113.0,7.0,1,0,2020-04-11T00:00:00
Placer,114.0,7.0,1,0,2020-04-12T00:00:00
Placer,116.0,7.0,2,0,2020-04-13T00:00:00
Placer,117.0,7.0,1,0,2020-04-14T00:00:00
Placer,123.0,7.0,6,0,2020-04-15T00:00:00
Placer,129.0,8.0,6,1,2020-04-16T00:00:00
Placer,130.0,8.0,1,0,2020-04-17T00:00:00
Placer,130.0,8.0,0,0,2020-04-18T00:00:00
Placer,131.0,8.0,1,0,2020-04-19T00:00:00
Placer,132.0,8.0,1,0,2020-04-20T00:00:00
Placer,133.0,8.0,1,0,2020-04-21T00:00:00
Placer,133.0,8.0,0,0,2020-04-22T00:00:00
Placer,136.0,8.0,3,0,2020-04-23T00:00:00
Placer,137.0,8.0,1,0,2020-04-24T00:00:00
Placer,137.0,8.0,0,0,2020-04-25T00:00:00
Placer,141.0,8.0,4,0,2020-04-26T00:00:00
Placer,142.0,8.0,1,0,2020-04-27T00:00:00
Placer,143.0,8.0,1,0,2020-04-28T00:00:00
Placer,145.0,8.0,2,0,2020-04-29T00:00:00
Placer,148.0,8.0,3,0,2020-04-30T00:00:00
Placer,149.0,8.0,1,0,2020-05-01T00:00:00
Placer,150.0,8.0,1,0,2020-05-02T00:00:00
Placer,161.0,8.0,11,0,2020-05-03T00:00:00
Placer,162.0,8.0,1,0,2020-05-04T00:00:00
Placer,162.0,8.0,0,0,2020-05-05T00:00:00
Placer,164.0,8.0,2,0,2020-05-06T00:00:00
Placer,165.0,8.0,1,0,2020-05-07T00:00:00
Placer,166.0,8.0,1,0,2020-05-08T00:00:00
Placer,168.0,8.0,2,0,2020-05-09T00:00:00
Placer,168.0,8.0,0,0,2020-05-10T00:00:00
Placer,170.0,8.0,2,0,2020-05-11T00:00:00
Placer,170.0,8.0,0,0,2020-05-12T00:00:00
Placer,170.0,9.0,0,1,2020-05-13T00:00:00
Placer,172.0,9.0,2,0,2020-05-14T00:00:00
Placer,174.0,9.0,2,0,2020-05-15T00:00:00
Placer,174.0,9.0,0,0,2020-05-16T00:00:00
Placer,175.0,9.0,1,0,2020-05-17T00:00:00
Placer,176.0,9.0,1,0,2020-05-18T00:00:00
Placer,177.0,9.0,1,0,2020-05-19T00:00:00
Placer,176.0,9.0,-1,0,2020-05-20T00:00:00
Placer,176.0,9.0,0,0,2020-05-21T00:00:00
Placer,181.0,9.0,5,0,2020-05-22T00:00:00
Placer,184.0,9.0,3,0,2020-05-23T00:00:00
Placer,184.0,9.0,0,0,2020-05-24T00:00:00
Placer,186.0,9.0,2,0,2020-05-25T00:00:00
Placer,188.0,9.0,2,0,2020-05-26T00:00:00
Placer,196.0,9.0,8,0,2020-05-27T00:00:00
Placer,196.0,9.0,0,0,2020-05-28T00:00:00
Placer,199.0,9.0,3,0,2020-05-29T00:00:00
Placer,199.0,9.0,0,0,2020-05-30T00:00:00
Placer,215.0,9.0,16,0,2020-05-31T00:00:00
Placer,218.0,9.0,3,0,2020-06-01T00:00:00
Placer,226.0,9.0,8,0,2020-06-02T00:00:00
Placer,243.0,9.0,17,0,2020-06-03T00:00:00
Placer,256.0,9.0,13,0,2020-06-04T00:00:00
Placer,265.0,9.0,9,0,2020-06-05T00:00:00
Placer,270.0,9.0,5,0,2020-06-06T00:00:00
Placer,273.0,9.0,3,0,2020-06-07T00:00:00
Placer,290.0,9.0,17,0,2020-06-08T00:00:00
Placer,301.0,9.0,11,0,2020-06-09T00:00:00
Placer,309.0,9.0,8,0,2020-06-10T00:00:00
Placer,321.0,9.0,12,0,2020-06-11T00:00:00
Placer,333.0,9.0,12,0,2020-06-12T00:00:00
Placer,346.0,9.0,13,0,2020-06-13T00:00:00
Placer,369.0,9.0,23,0,2020-06-14T00:00:00
Placer,386.0,9.0,17,0,2020-06-15T00:00:00
Placer,392.0,9.0,6,0,2020-06-16T00:00:00
Placer,427.0,9.0,35,0,2020-06-17T00:00:00
Placer,457.0,9.0,30,0,2020-06-18T00:00:00
Placer,464.0,9.0,7,0,2020-06-19T00:00:00
Placer,483.0,9.0,19,0,2020-06-20T00:00:00
Placer,498.0,9.0,15,0,2020-06-21T00:00:00
Placer,512.0,9.0,14,0,2020-06-22T00:00:00
Placer,525.0,10.0,13,1,2020-06-23T00:00:00
Placer,548.0,10.0,23,0,2020-06-24T00:00:00
Placer,578.0,10.0,30,0,2020-06-25T00:00:00
Placer,589.0,11.0,11,1,2020-06-26T00:00:00
Placer,591.0,11.0,2,0,2020-06-27T00:00:00
Placer,636.0,11.0,45,0,2020-06-28T00:00:00
Placer,668.0,11.0,32,0,2020-06-29T00:00:00
Placer,697.0,11.0,29,0,2020-06-30T00:00:00
Placer,713.0,11.0,16,0,2020-07-01T00:00:00
Placer,740.0,11.0,27,0,2020-07-02T00:00:00
Placer,745.0,11.0,5,0,2020-07-03T00:00:00
Placer,796.0,11.0,51,0,2020-07-04T00:00:00
Placer,855.0,11.0,59,0,2020-07-05T00:00:00
Placer,904.0,11.0,49,0,2020-07-06T00:00:00
Placer,930.0,11.0,26,0,2020-07-07T00:00:00
Placer,948.0,11.0,18,0,2020-07-08T00:00:00
Placer,982.0,11.0,34,0,2020-07-09T00:00:00
Placer,1002.0,11.0,20,0,2020-07-10T00:00:00
Placer,1029.0,11.0,27,0,2020-07-11T00:00:00
Placer,1058.0,11.0,29,0,2020-07-12T00:00:00
Placer,1096.0,11.0,38,0,2020-07-13T00:00:00
Placer,1122.0,11.0,26,0,2020-07-14T00:00:00
Placer,1145.0,11.0,23,0,2020-07-15T00:00:00
Placer,1168.0,11.0,23,0,2020-07-16T00:00:00
San Luis Obispo,5.0,0.0,5,0,2020-03-18T00:00:00
San Luis Obispo,6.0,0.0,1,0,2020-03-19T00:00:00
San Luis Obispo,11.0,0.0,5,0,2020-03-20T00:00:00
San Luis Obispo,16.0,0.0,5,0,2020-03-21T00:00:00
San Luis Obispo,19.0,0.0,3,0,2020-03-22T00:00:00
San Luis Obispo,23.0,0.0,4,0,2020-03-23T00:00:00
San Luis Obispo,32.0,0.0,9,0,2020-03-24T00:00:00
San Luis Obispo,35.0,0.0,3,0,2020-03-25T00:00:00
San Luis Obispo,38.0,0.0,3,0,2020-03-26T00:00:00
San Luis Obispo,46.0,0.0,8,0,2020-03-27T00:00:00
San Luis Obispo,52.0,0.0,6,0,2020-03-28T00:00:00
San Luis Obispo,55.0,0.0,3,0,2020-03-29T00:00:00
San Luis Obispo,62.0,0.0,7,0,2020-03-30T00:00:00
San Luis Obispo,67.0,0.0,5,0,2020-03-31T00:00:00
San Luis Obispo,69.0,0.0,2,0,2020-04-01T00:00:00
San Luis Obispo,79.0,0.0,10,0,2020-04-02T00:00:00
San Luis Obispo,82.0,0.0,3,0,2020-04-03T00:00:00
San Luis Obispo,82.0,0.0,0,0,2020-04-04T00:00:00
San Luis Obispo,83.0,1.0,1,1,2020-04-05T00:00:00
San Luis Obispo,85.0,1.0,2,0,2020-04-06T00:00:00
San Luis Obispo,87.0,1.0,2,0,2020-04-07T00:00:00
San Luis Obispo,90.0,1.0,3,0,2020-04-08T00:00:00
San Luis Obispo,93.0,1.0,3,0,2020-04-09T00:00:00
San Luis Obispo,97.0,1.0,4,0,2020-04-10T00:00:00
San Luis Obispo,100.0,1.0,3,0,2020-04-11T00:00:00
San Luis Obispo,102.0,1.0,2,0,2020-04-12T00:00:00
San Luis Obispo,107.0,1.0,5,0,2020-04-13T00:00:00
San Luis Obispo,109.0,1.0,2,0,2020-04-14T00:00:00
San Luis Obispo,112.0,1.0,3,0,2020-04-15T00:00:00
San Luis Obispo,113.0,1.0,1,0,2020-04-16T00:00:00
San Luis Obispo,116.0,1.0,3,0,2020-04-17T00:00:00
San Luis Obispo,129.0,1.0,13,0,2020-04-18T00:00:00
San Luis Obispo,132.0,1.0,3,0,2020-04-19T00:00:00
San Luis Obispo,132.0,1.0,0,0,2020-04-20T00:00:00
San Luis Obispo,134.0,1.0,2,0,2020-04-21T00:00:00
San Luis Obispo,142.0,1.0,8,0,2020-04-22T00:00:00
San Luis Obispo,146.0,1.0,4,0,2020-04-23T00:00:00
San Luis Obispo,151.0,1.0,5,0,2020-04-24T00:00:00
San Luis Obispo,159.0,1.0,8,0,2020-04-25T00:00:00
San Luis Obispo,165.0,1.0,6,0,2020-04-26T00:00:00
San Luis Obispo,166.0,1.0,1,0,2020-04-27T00:00:00
San Luis Obispo,172.0,1.0,6,0,2020-04-28T00:00:00
San Luis Obispo,181.0,1.0,9,0,2020-04-29T00:00:00
San Luis Obispo,182.0,1.0,1,0,2020-04-30T00:00:00
San Luis Obispo,186.0,1.0,4,0,2020-05-01T00:00:00
San Luis Obispo,193.0,1.0,7,0,2020-05-02T00:00:00
San Luis Obispo,200.0,1.0,7,0,2020-05-03T00:00:00
San Luis Obispo,202.0,1.0,2,0,2020-05-04T00:00:00
San Luis Obispo,203.0,1.0,1,0,2020-05-05T00:00:00
San Luis Obispo,207.0,1.0,4,0,2020-05-06T00:00:00
San Luis Obispo,209.0,1.0,2,0,2020-05-07T00:00:00
San Luis Obispo,210.0,1.0,1,0,2020-05-08T00:00:00
San Luis Obispo,213.0,1.0,3,0,2020-05-09T00:00:00
San Luis Obispo,218.0,1.0,5,0,2020-05-10T00:00:00
San Luis Obispo,224.0,1.0,6,0,2020-05-11T00:00:00
San Luis Obispo,226.0,1.0,2,0,2020-05-12T00:00:00
San Luis Obispo,231.0,1.0,5,0,2020-05-13T00:00:00
San Luis Obispo,236.0,1.0,5,0,2020-05-14T00:00:00
San Luis Obispo,237.0,1.0,1,0,2020-05-15T00:00:00
San Luis Obispo,240.0,1.0,3,0,2020-05-16T00:00:00
San Luis Obispo,242.0,1.0,2,0,2020-05-17T00:00:00
San Luis Obispo,243.0,1.0,1,0,2020-05-18T00:00:00
San Luis Obispo,245.0,1.0,2,0,2020-05-19T00:00:00
San Luis Obispo,249.0,1.0,4,0,2020-05-20T00:00:00
San Luis Obispo,251.0,1.0,2,0,2020-05-21T00:00:00
San Luis Obispo,254.0,1.0,3,0,2020-05-22T00:00:00
San Luis Obispo,256.0,1.0,2,0,2020-05-23T00:00:00
San Luis Obispo,257.0,1.0,1,0,2020-05-24T00:00:00
San Luis Obispo,260.0,1.0,3,0,2020-05-25T00:00:00
San Luis Obispo,260.0,1.0,0,0,2020-05-26T00:00:00
San Luis Obispo,266.0,1.0,6,0,2020-05-27T00:00:00
San Luis Obispo,267.0,1.0,1,0,2020-05-28T00:00:00
San Luis Obispo,270.0,1.0,3,0,2020-05-29T00:00:00
San Luis Obispo,270.0,1.0,0,0,2020-05-30T00:00:00
San Luis Obispo,271.0,1.0,1,0,2020-05-31T00:00:00
San Luis Obispo,275.0,1.0,4,0,2020-06-01T00:00:00
San Luis Obispo,275.0,1.0,0,0,2020-06-02T00:00:00
San Luis Obispo,279.0,1.0,4,0,2020-06-03T00:00:00
San Luis Obispo,288.0,1.0,9,0,2020-06-04T00:00:00
San Luis Obispo,293.0,1.0,5,0,2020-06-05T00:00:00
San Luis Obispo,295.0,1.0,2,0,2020-06-06T00:00:00
San Luis Obispo,296.0,1.0,1,0,2020-06-07T00:00:00
San Luis Obispo,300.0,1.0,4,0,2020-06-08T00:00:00
San Luis Obispo,301.0,1.0,1,0,2020-06-09T00:00:00
San Luis Obispo,306.0,1.0,5,0,2020-06-10T00:00:00
San Luis Obispo,307.0,1.0,1,0,2020-06-11T00:00:00
San Luis Obispo,321.0,1.0,14,0,2020-06-12T00:00:00
San Luis Obispo,326.0,1.0,5,0,2020-06-13T00:00:00
San Luis Obispo,330.0,1.0,4,0,2020-06-14T00:00:00
San Luis Obispo,332.0,1.0,2,0,2020-06-15T00:00:00
San Luis Obispo,343.0,1.0,11,0,2020-06-16T00:00:00
San Luis Obispo,362.0,1.0,19,0,2020-06-17T00:00:00
San Luis Obispo,378.0,1.0,16,0,2020-06-18T00:00:00
San Luis Obispo,392.0,1.0,14,0,2020-06-19T00:00:00
San Luis Obispo,405.0,1.0,13,0,2020-06-20T00:00:00
San Luis Obispo,418.0,1.0,13,0,2020-06-21T00:00:00
San Luis Obispo,422.0,1.0,4,0,2020-06-22T00:00:00
San Luis Obispo,445.0,1.0,23,0,2020-06-23T00:00:00
San Luis Obispo,461.0,1.0,16,0,2020-06-24T00:00:00
San Luis Obispo,476.0,1.0,15,0,2020-06-25T00:00:00
San Luis Obispo,502.0,1.0,26,0,2020-06-26T00:00:00
San Luis Obispo,511.0,1.0,9,0,2020-06-27T00:00:00
San Luis Obispo,548.0,1.0,37,0,2020-06-28T00:00:00
San Luis Obispo,579.0,1.0,31,0,2020-06-29T00:00:00
San Luis Obispo,603.0,1.0,24,0,2020-06-30T00:00:00
San Luis Obispo,613.0,2.0,10,1,2020-07-01T00:00:00
San Luis Obispo,659.0,2.0,46,0,2020-07-02T00:00:00
San Luis Obispo,676.0,2.0,17,0,2020-07-03T00:00:00
San Luis Obispo,699.0,2.0,23,0,2020-07-04T00:00:00
San Luis Obispo,730.0,2.0,31,0,2020-07-05T00:00:00
San Luis Obispo,751.0,2.0,21,0,2020-07-06T00:00:00
San Luis Obispo,795.0,2.0,44,0,2020-07-07T00:00:00
San Luis Obispo,825.0,3.0,30,1,2020-07-08T00:00:00
San Luis Obispo,869.0,4.0,44,1,2020-07-09T00:00:00
San Luis Obispo,891.0,4.0,22,0,2020-07-10T00:00:00
San Luis Obispo,930.0,4.0,39,0,2020-07-11T00:00:00
San Luis Obispo,972.0,4.0,42,0,2020-07-12T00:00:00
San Luis Obispo,989.0,5.0,17,1,2020-07-13T00:00:00
San Luis Obispo,1060.0,5.0,71,0,2020-07-14T00:00:00
San Luis Obispo,1097.0,6.0,37,1,2020-07-15T00:00:00
San Luis Obispo,1146.0,6.0,49,0,2020-07-16T00:00:00
Solano,26.0,0.0,26,0,2020-03-18T00:00:00
Solano,26.0,0.0,0,0,2020-03-19T00:00:00
Solano,29.0,0.0,3,0,2020-03-20T00:00:00
Solano,8.0,0.0,-21,0,2020-03-21T00:00:00
Solano,8.0,0.0,0,0,2020-03-22T00:00:00
Solano,11.0,0.0,3,0,2020-03-23T00:00:00
Solano,13.0,0.0,2,0,2020-03-24T00:00:00
Solano,18.0,0.0,5,0,2020-03-25T00:00:00
Solano,20.0,0.0,2,0,2020-03-26T00:00:00
Solano,48.0,0.0,28,0,2020-03-27T00:00:00
Solano,48.0,0.0,0,0,2020-03-28T00:00:00
Solano,48.0,0.0,0,0,2020-03-29T00:00:00
Solano,50.0,0.0,2,0,2020-03-30T00:00:00
Solano,56.0,0.0,6,0,2020-03-31T00:00:00
Solano,57.0,0.0,1,0,2020-04-01T00:00:00
Solano,65.0,0.0,8,0,2020-04-02T00:00:00
Solano,72.0,1.0,7,1,2020-04-03T00:00:00
Solano,79.0,1.0,7,0,2020-04-04T00:00:00
Solano,78.0,1.0,-1,0,2020-04-05T00:00:00
Solano,95.0,1.0,17,0,2020-04-06T00:00:00
Solano,99.0,1.0,4,0,2020-04-07T00:00:00
Solano,111.0,2.0,12,1,2020-04-08T00:00:00
Solano,118.0,2.0,7,0,2020-04-09T00:00:00
Solano,129.0,2.0,11,0,2020-04-10T00:00:00
Solano,138.0,2.0,9,0,2020-04-11T00:00:00
Solano,136.0,2.0,-2,0,2020-04-12T00:00:00
Solano,137.0,2.0,1,0,2020-04-13T00:00:00
Solano,140.0,2.0,3,0,2020-04-14T00:00:00
Solano,153.0,2.0,13,0,2020-04-15T00:00:00
Solano,162.0,2.0,9,0,2020-04-16T00:00:00
Solano,173.0,2.0,11,0,2020-04-17T00:00:00
